strategy,query_id,query,domain,reciprocal_rank,recall_at_5,ndcg_at_10,top_result,ranked_results
hybrid,reduced_mobility_parking,aparcamientos para personas con movilidad reducida,urban,1.0,1.0,1.0,aparcaments-persones-mobilitat-reduida-aparcamientos-personas-movilidad-reducida,aparcaments-persones-mobilitat-reduida-aparcamientos-personas-movilidad-reducida|aparcaments-ora-aparcamientos-ora|aparcaments-bicicletes-aparcamientos-bicicletas|aparcaments-no-regulats-aparcamientos-no-regulados|senalizacion-horizontal|vehiculos-movilidad-personal-tipo-b|vehiculos-movilidad-personal-tipo-a|zones-mobilitat-reduida-zonas-mobilidad-reducida|car-parks-by-districts-neighborhoods|equipamients-municipals-equipamientos-municipales
hybrid,ora_parking,zonas de estacionamiento ORA,urban,0.5,1.0,0.6309297535714575,senalizacion-horizontal,senalizacion-horizontal|aparcaments-ora-aparcamientos-ora|datos-tickets-ora-resumen-2024-2025|expendedors-ora-expendedores-ora|zones-zas-zonas-zas|zones-mobilitat-reduida-zonas-mobilidad-reducida|estacionament-nocturn-permes-bus-estacionamiento-nocturno-permitido-bus|falles-fallas|ambitos-de-fomento-de-la-edificacion-ambits-de-foment-de-ledificacio|falles-infantils-fallas-infantiles
hybrid,low_emission_zone,zona de bajas emisiones,urban,1.0,1.0,1.0,zona-de-bajas-emisiones,zona-de-bajas-emisiones|pipicans-zona-socialitzacio-canina-pipicanes-zona-socializacion-canina|perimetre-camions-perimetro-camiones|zones-jocs-infantils-zona-juegos-infantiles|xarxa-de-vigilancia-de-la-contaminacio-atmosferica|arees-escolaritzacio|is_sct_230319|is_sct_230320|zones-carrega-descarrega-zonas-carga-descarga|is_sct_230312
hybrid,tourism_offices,oficinas de turismo,tourism,0.5,1.0,0.6309297535714575,rutas-turismo-barrio,rutas-turismo-barrio|oficinas-de-turismo|recursos-turisticos|passarelles-platges-pasarelas-de-playas|monuments-turistics-monumentos-turisticos|rutas-accesibles-jardin-turia|talls-transit-falles|barraques-de-falles|edificaciones-industriales|ruta-del-patrimonio-industrial-del-grao
hybrid,tourist_routes,rutas turisticas por barrios,tourism,1.0,1.0,1.0,rutas-turismo-barrio,rutas-turismo-barrio|recursos-turisticos|rutas-accesibles-jardin-turia|vulnerabilidad-por-barrios|barris-barrios|barris-policials-barrios-policiales|barraques-de-falles|car-parks-by-districts-neighborhoods|expedientes_derecho_acceso_-cas-nuevo-v2|equipamients-municipals-equipamientos-municipales
hybrid,public_housing,vivienda de proteccion publica,housing,1.0,1.0,1.0,vivendes-proteccio-publica-vpp-viviendas-proteccion-publica-vpp,vivendes-proteccio-publica-vpp-viviendas-proteccion-publica-vpp|bancs-en-via-publica-bancos-en-via-publica|pgou-alineacions|fonts-daigua-publica-fuentes-de-agua-publica|urinaris-urinarios|panells-informatius-paneles-informativos|parkings|free-housing-square-meter-price|punts-wifi-puntos-wifi|majors-mayores
hybrid,electricity_consumption,consumo electrico municipal,energy,1.0,1.0,1.0,consumo-electrico-2018-2022,consumo-electrico-2018-2022|caja_fija|quioscs-premsa-quioscos-prensa|quiosc-once-quiosco-once|quioscs-flors-quioscos-flores|arbratge-protegit-municipal-arbolado-protegido-municipal|xarxa-topografica-municipal-red-topografica-municipal|equipamients-municipals-equipamientos-municipales|pago-medio-proveedores-2018-2024|equipaments-municipales
hybrid_mmr,bike_parking,aparcamientos para bicicletas,mobility,1.0,1.0,1.0,aparcaments-bicicletes-aparcamientos-bicicletas,aparcaments-bicicletes-aparcamientos-bicicletas|aparcaments-ora-aparcamientos-ora|aparcaments-no-regulats-aparcamientos-no-regulados|aparcaments-persones-mobilitat-reduida-aparcamientos-personas-movilidad-reducida|equipamients-municipals-equipamientos-municipales|car-parks-by-districts-neighborhoods|datos-tickets-ora-resumen-2024-2025|intensitat-dels-punts-de-mesura-de-bicicletes-espires-electromagnetiques|pudsar-sources|valenbisi-disponibilitat-valenbisi-dsiponibilidad
hybrid_mmr,bike_sharing,disponibilidad de bicicletas Valenbisi,mobility,1.0,1.0,1.0,valenbisi-disponibilitat-valenbisi-dsiponibilidad,valenbisi-disponibilitat-valenbisi-dsiponibilidad|aparcaments-bicicletes-aparcamientos-bicicletas|vulnerabilidad-por-barrios|is_sct_230313|car-parks-by-districts-neighborhoods|intensitat-dels-punts-de-mesura-de-bicicletes-espires-electromagnetiques|expedientes_derecho_acceso_-cas-nuevo-v2|datos-tickets-ora-resumen-2024-2025|dades-diaries-de-l-ultim-mes-de-les-estacions-de-soroll|taxis
hybrid_mmr,bike_counters,conteo de bicicletas en la ciudad,mobility,0.3333333333333333,0.5,0.3065735963827292,aparcaments-bicicletes-aparcamientos-bicicletas,aparcaments-bicicletes-aparcamientos-bicicletas|hoteles-en-la-ciudad-de-valencia|intensitat-dels-punts-de-mesura-de-bicicletes-espires-electromagnetiques|google-transit-lines-stops-bus-schedules|equipamients-municipals-equipamientos-municipales|car-parks-by-districts-neighborhoods|valenbisi-disponibilitat-valenbisi-dsiponibilidad|t251234-daily|datos-tickets-ora-resumen-2024-2025|intensidad-de-los-puntos-de-medida-de-trafico-espiras-electromagneticas
hybrid_mmr,bus_schedule,horarios y paradas de autobus EMT,mobility,0.3333333333333333,1.0,0.5,emt-travelers-2020-2022,emt-travelers-2020-2022|rvvcca_d_horarios_2021-2022|google-transit-lines-stops-bus-schedules|emt|vulnerabilidad-por-barrios|siniestros-de-trafico-2022-2025|pago-medio-proveedores-2018-2024|equipaments-municipales|rvvcca_d_horarios_2016-2020|datos-tickets-ora-resumen-2024-2025
hybrid_mmr,cycling_routes,itinerarios y rutas ciclistas,mobility,0.5,1.0,0.6309297535714575,rutas-accesibles-jardin-turia,rutas-accesibles-jardin-turia|itinerarios-ciclistas-itineraris-ciclistes|recursos-turisticos|rutas-turismo-barrio|pudsar-sources|expedientes_derecho_acceso_-cas-nuevo-v2|google-transit-lines-stops-bus-schedules|llistat-dels-carrers|taxis|estats_liq_ingresos_tot_2021-22_val_clean2
hybrid_mmr,metro_stations,estaciones de metro FGV,mobility,0.5,1.0,0.6309297535714575,estacions-de-soroll-estaciones-de-ruido,estacions-de-soroll-estaciones-de-ruido|fgv-estacions-estaciones|fgv-bocas|estacions-de-soroll-monitoritzacio-zas-estaciones-de-ruido-monitorizacion-zas|rvvcca_d_horarios_2021-2022|estacions-atmosferiques-estaciones-atmosfericas|estacions-contaminacio-atmosferiques-estaciones-contaminacion-atmosfericas|dades-diaries-de-l-ultim-mes-de-les-estacions-de-soroll|rvvcca_d_horarios_2016-2020|dades-de-l-estacio-de-contaminacio-atmosferica-centre-8a
hybrid_mmr,air_quality,datos historicos de calidad del aire,environment,0.3333333333333333,1.0,0.5,rvvcca_d_horarios_2016-2020,rvvcca_d_horarios_2016-2020|rvvcca_d_horarios_2021-2022|hourly-air-quality-data-since-2016|datos-tickets-ora-resumen-2024-2025|equipamients-municipals-equipamientos-municipales|gei-emissions-data-in-valencia|catalogo-rural-lineas|velocitat-carrers-velocidad-calles|servicios-e-instalaciones|hospitales
hybrid_mmr,pollution_stations,estaciones de contaminacion atmosferica,environment,0.5,1.0,0.6309297535714575,dades-de-l-estacio-de-contaminacio-atmosferica-centre-8a,dades-de-l-estacio-de-contaminacio-atmosferica-centre-8a|estacions-contaminacio-atmosferiques-estaciones-contaminacion-atmosfericas|rvvcca_d_horarios_2021-2022|datos-de-la-estacion-de-contaminacion-atmosferica-de-universidad-politecnica-1a|dades-de-l-estacio-de-contaminacio-atmosferica-de-moli-del-sol-3a|dades-de-l-estacio-de-contaminacio-atmosferica-de-vivers-5a|dades-de-l-estacio-de-contaminacio-atmosferica-d-avda-franca-6a|dades-de-l-estacio-de-contaminacio-atmosferica-de-pista-de-silla-4a|xarxa-de-vigilancia-de-la-contaminacio-atmosferica|dades-de-l-estacio-de-contaminacio-atmosferica-de-boulevar-sud-7a
hybrid_mmr,night_noise,mapa de ruido nocturno,environment,1.0,1.0,1.0,mapa-soroll-nit-mapa-ruido-noche,mapa-soroll-nit-mapa-ruido-noche|estacions-de-soroll-estaciones-de-ruido|estacionament-nocturn-permes-bus-estacionamiento-nocturno-permitido-bus|mapa-soroll-lden-24-h|mapa-soroll-vesprada-mapa-ruido-tarde|mapa-soroll-dia-mapa-ruido-dia|mapa-soroll-nit-23-7h|mapa-soroll-24h-mapa-ruido-24h|mapa-soroll-dia-7h-19h|mapa-soroll-vesprada-19-23h
hybrid_mmr,waste_containers,contenedores de residuos solidos,environment,1.0,1.0,1.0,contenidors-residus-solids-contenidores-residuos-solidos,contenidors-residus-solids-contenidores-residuos-solidos|pago-medio-proveedores-2018-2024|localitzacio-contenidors-piles-localizacion-contenedores-pilas|contenidors-de-roba-contenedores-de-ropa|contenidors-oli-usat-contenedores-aceite-usado|contenidors-vidre-contenedores-vidrio|gei-emissions-data-in-valencia|dades-de-l-estacio-de-contaminacio-atmosferica-de-pista-de-silla-4a|llistat-dels-carrers|siniestros-de-trafico-2022-2025
hybrid_mmr,protected_trees,arbolado protegido municipal,environment,1.0,1.0,1.0,arbratge-protegit-municipal-arbolado-protegido-municipal,arbratge-protegit-municipal-arbolado-protegido-municipal|xarxa-topografica-municipal-red-topografica-municipal|arbratge-arbolado|caja_fija|quiosc-once-quiosco-once|equipamients-municipals-equipamientos-municipales|cartografia-base-vegetacio-vegetacion|quioscs-premsa-quioscos-prensa|quioscs-flors-quioscos-flores|relacio-de-bens-immobles
hybrid_mmr,neighborhoods,limites de barrios de Valencia,urban,0.3333333333333333,1.0,0.5,vulnerabilidad-por-barrios,vulnerabilidad-por-barrios|rutas-turismo-barrio|barris-barrios|hoteles-en-la-ciudad-de-valencia|barris-policials-barrios-policiales|districtes-policials-distritos-policiales|gei-emissions-data-in-valencia|vias|equipamients-municipals-equipamientos-municipales|estacions-rodalia-valencia-val
hybrid_mmr,vulnerability,vulnerabilidad social por barrios,urban,1.0,1.0,1.0,vulnerabilidad-por-barrios,vulnerabilidad-por-barrios|barris-policials-barrios-policiales|recursos-socials-destinats-a-jovens|fets-discriminatoris-hechos-discriminatorios|recursos-socials-en-cooperacio-internacional|innovacio-social-innovacion-social|recursos-socials-dirigits-a-majors|recursos-socials-dirigits-a-tota-la-poblacio|rutas-turismo-barrio|recursos-socials-per-a-dones
hybrid_mmr,reduced_mobility_parking,aparcamientos para personas con movilidad reducida,urban,1.0,1.0,1.0,aparcaments-persones-mobilitat-reduida-aparcamientos-personas-movilidad-reducida,aparcaments-persones-mobilitat-reduida-aparcamientos-personas-movilidad-reducida|vehiculos-movilidad-personal-tipo-b|aparcaments-ora-aparcamientos-ora|aparcaments-bicicletes-aparcamientos-bicicletas|senalizacion-horizontal|aparcaments-no-regulats-aparcamientos-no-regulados|zones-mobilitat-reduida-zonas-mobilidad-reducida|vehiculos-movilidad-personal-tipo-a|car-parks-by-districts-neighborhoods|equipamients-municipals-equipamientos-municipales
hybrid_mmr,ora_parking,zonas de estacionamiento ORA,urban,0.5,1.0,0.6309297535714575,senalizacion-horizontal,senalizacion-horizontal|aparcaments-ora-aparcamientos-ora|datos-tickets-ora-resumen-2024-2025|zones-zas-zonas-zas|expendedors-ora-expendedores-ora|estacionament-nocturn-permes-bus-estacionamiento-nocturno-permitido-bus|zones-mobilitat-reduida-zonas-mobilidad-reducida|dades-diaries-de-l-ultim-mes-de-les-estacions-de-soroll|falles-fallas|ambitos-de-fomento-de-la-edificacion-ambits-de-foment-de-ledificacio
hybrid_mmr,low_emission_zone,zona de bajas emisiones,urban,1.0,1.0,1.0,zona-de-bajas-emisiones,zona-de-bajas-emisiones|is_sct_230320|arees-escolaritzacio|perimetre-camions-perimetro-camiones|pipicans-zona-socialitzacio-canina-pipicanes-zona-socializacion-canina|xarxa-de-vigilancia-de-la-contaminacio-atmosferica|zones-jocs-infantils-zona-juegos-infantiles|zones-carrega-descarrega-zonas-carga-descarga|is_sct_230312|is_sct_230319
hybrid_mmr,tourism_offices,oficinas de turismo,tourism,0.3333333333333333,1.0,0.5,rutas-turismo-barrio,rutas-turismo-barrio|talls-transit-falles|oficinas-de-turismo|recursos-turisticos|passarelles-platges-pasarelas-de-playas|edificaciones-industriales|zones-dactivitats-zonas-de-actividades|monuments-turistics-monumentos-turisticos|rutas-accesibles-jardin-turia|ruta-del-patrimonio-industrial-del-grao
hybrid_mmr,tourist_routes,rutas turisticas por barrios,tourism,1.0,1.0,1.0,rutas-turismo-barrio,rutas-turismo-barrio|vulnerabilidad-por-barrios|recursos-turisticos|barris-barrios|rutas-accesibles-jardin-turia|barris-policials-barrios-policiales|barraques-de-falles|expedientes_derecho_acceso_-cas-nuevo-v2|car-parks-by-districts-neighborhoods|recibos-ibir-2025
hybrid_mmr,public_housing,vivienda de proteccion publica,housing,1.0,1.0,1.0,vivendes-proteccio-publica-vpp-viviendas-proteccion-publica-vpp,vivendes-proteccio-publica-vpp-viviendas-proteccion-publica-vpp|pgou-alineacions|bancs-en-via-publica-bancos-en-via-publica|free-housing-square-meter-price|fonts-daigua-publica-fuentes-de-agua-publica|urinaris-urinarios|panells-informatius-paneles-informativos|parkings|punts-wifi-puntos-wifi|ecoparcs-mobils-ecoparques-moviles
hybrid_mmr,electricity_consumption,consumo electrico municipal,energy,1.0,1.0,1.0,consumo-electrico-2018-2022,consumo-electrico-2018-2022|quioscs-premsa-quioscos-prensa|arbratge-protegit-municipal-arbolado-protegido-municipal|caja_fija|llistat-dels-carrers|xarxa-topografica-municipal-red-topografica-municipal|quiosc-once-quiosco-once|equipamients-municipals-equipamientos-municipales|quioscs-flors-quioscos-flores|pago-medio-proveedores-2018-2024
