name,title,notes,tags,groups,resource_count,formats,metadata_created,metadata_modified,license_title,portal_url,has_description,has_tags,has_license
catalogo-rural-lineas,"Catàleg estructural rural (BIC, BRL, BC, CH o NHT) - línies","Catàleg de Béns protegits que representa tots aquells béns immobles catalogats d'acord amb la LOTUP. En el catàleg estructural s'inclouen aquells qualificats com BIC, BRL, BC, CH o NHT. Determina aquells elements territorials, espais o béns immobles que, en raó dels seus especials valors culturals, naturals, paisatgístics o altres, són susceptibles de ser catalogats d'acord amb la normativa vigent. * TIPO: Tipus d'element. Possibles valors (domini): Element, Entorn. * CODIGO: Codi del Ben catalogat. Està format pel grau de protecció + Districte + Barri + Clau. Possibles valors (domini): Cada element o conjunt es codificarà unívocament amb una lletra majúscula indicativa de la secció a la qual pertany, seguida d'un número correlatiu. S'emprarà la lletra C per al patrimoni cultural, la N per al patrimoni natural i la P per al paisatge; per a altres seccions s'adoptarà una nova lletra majúscula diferent de les anteriors. En el cas de patrimoni cultural, amb la finalitat de diferenciar unes categories d'unes altres, el codi consistirà d'una banda en C+número, seguit d'un altre codi en el qual almenys s'indique BIC/BRL+ CH/NHT. Sent: BIC: bé d'interés cultural. BRL: bé de rellevància local. BC: ben catalogat. CH: conjunt històric. NHT: nucli històric tradicional. * CATALOGO: Tipus de catàleg. * DISTRITO: Número del districte. Possibles valors (domini): 01,02 ... 19. * CLAVE: Clau de la categoria de catalogació. * SITUACION: Domicili. * NOMBRE: Denominació o nom identificatiu del bé. * FECHA_DECL: Data de declaració de ben protegit. * NIVEL_PROT: Grau de protecció del bé. Possibles valors (domini): BIC, BRL, BC, CH, NHT. * ORIGEN: Pla que ho ha aprovat. Possibles valors (domini): PGOU, PE Cabanyal, PE Ciutat Vella…. * ESTADO_TRA: Estat de vigència de la fitxa/bé. Possibles valors (domini): Vigent, Obsoleta, En tràmit.

Nota: Model de dades en construcció i no definit al 100%.

Font: Geoportal https://geoportal.valencia.es/apps/GeoportalHome/es/inicio/geodatos-abiertos","('BC', 'BIC', 'BRL', 'CH', 'NHT', 'catàleg', 'catálogo', 'planeamiento', 'planejament', 'rural')","('Urbanismo e Infraestructuras',)",5,"('GEOJSON', 'HTML', 'JSON', 'KMZ', 'PBF')",2026-02-16T17:44:22.952998,2026-03-20T16:08:23.373750,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/catalogo-rural-lineas,True,True,True
catalogo-rural,"Catàleg estructural rural (BIC, BRL, BC, CH o NHT) - àrees","Catàleg de Béns protegits que representa tots aquells béns immobles catalogats d'acord amb la LOTUP. En el catàleg estructural s'inclouen aquells qualificats com BIC, BRL, BC, CH o NHT. Determina aquells elements territorials, espais o béns immobles que, en raó dels seus especials valors culturals, naturals, paisatgístics o altres, són susceptibles de ser catalogats d'acord amb la normativa vigent. * T_ELEMENTO: Tipus d'element. Possibles valors (domini): Element, Entorn. * CODIGO: Codi del Ben catalogat. Està format pel grau de protecció + Districte + Barri + Clau. Possibles valors (domini): Cada element o conjunt es codificarà unívocament amb una lletra majúscula indicativa de la secció a la qual pertany, seguida d'un número correlatiu. S'emprarà la lletra C per al patrimoni cultural, la N per al patrimoni natural i la P per al paisatge; per a altres seccions s'adoptarà una nova lletra majúscula diferent de les anteriors. En el cas de patrimoni cultural, amb la finalitat de diferenciar unes categories d'unes altres, el codi consistirà d'una banda en C+número, seguit d'un altre codi en el qual almenys s'indique BIC/BRL+ CH/NHT. Sent: BIC: bé d'interés cultural. BRL: bé de rellevància local. BC: ben catalogat. CH: conjunt històric. NHT: nucli històric tradicional. * GRAD_PROTE: Grau de protecció del bé. Possibles valors (domini): BIC, BRL, BC, CH, NHT. * DISTRI_NUM: Número del districte. Possibles valors (domini): 01,02 ... 19. * BARRI_NUM: Número de Barri. Possibles valors (domini): 01, 02 .. 19 .. etc. * CLASE_SUEL: Classe del Sòl d'acord amb el pla PGOU. Possibles valors (domini): EL SEU, SUNP, SUP i SNU. * CLAVE_CAT: Clau de la categoria de catalogació. Possibles valors (domini): CH, ZA, EEIL, EPA, JHIL, SHIL, MIL, ARH, NHT i Entorn (per a tipus d'element Entorn). * DENOMINACI: Denominació o nom identificatiu del bé. * CATEGORIA: Categoria de catalogació d'acord amb la LOTUP. Possibles valors (domini): Centre Històric, Zona Arqueològica, Espai Etnològic Interés Local, Espai Protegit Arqueològic, Jardí Històric Interés Local, Lloc Històric Interés Local, Monument Interés Local, Nucli Històric Tradicional, Àrea Rural Històrica i [SENSE EMPLENAR] (quan el tipus d'element 'és 'Entorn'). * NUM_ARCHIV: Número d'arxiu del planejament. * ESTADO_TRA: Estat de vigència de la fitxa/bé. Possibles valors (domini): Vigent, Obsoleta, En tràmit. * PLANEAMIEN: Pla que ho ha aprovat. Possibles valors (domini): PGOU, PE Cabanyal, PE Ciutat Vella…. * FECHA_PUB: Data de la publicació en el BOP/DOGV. * FECHA_APRO: Data de l'aprovació definitiva del Pla que l'origina. * CLAVE: Clau de la categoria de catalogació. Possibles valors (domini): CH, ZA, EEIL, EPA, JHIL, SHIL, MIL, ARH, NHT.


Nota: Model de dades en construcció i no definit al 100%.

Font: Geoportal https://geoportal.valencia.es/apps/GeoportalHome/es/inicio/geodatos-abiertos","('BC', 'BIC', 'BRL', 'CH', 'NHT', 'catàleg', 'catálogo', 'planeamiento', 'planejament', 'rural')","('Urbanismo e Infraestructuras',)",5,"('GEOJSON', 'HTML', 'JSON', 'KMZ', 'PBF')",2026-02-16T17:22:16.251901,2026-03-20T15:55:06.823054,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/catalogo-rural,True,True,True
cartografia-base-vorades-bordillos,Cartografia Base Vorades,"Informació geoespacial sobre vorades en una varietat d'entorns, incloses voreres, estacionaments, vorals, entrades de túnels, camins, carreteres, carrils per a bicicletes, cunetes, esplanades, límits de paviment, creus per als vianants, pontons, ponts, baranes i sendes.

Font: Geoportal https://geoportal.valencia.es/apps/GeoportalHome/es/inicio/geodatos-abiertos

Conjunt de dades d'Alt Valor: Dades Geoespacials, Dades de Mobilitat","('Cadastral plots', 'Parcelas catastrales', 'Redes de transporte', 'Transport networks', 'Xarxes de transport', 'buildings', 'edificios', 'edificis')","('Urbanismo e Infraestructuras',)",5,"('GEOJSON', 'HTML', 'JSON', 'KMZ', 'PBF')",2026-02-16T16:45:55.835915,2026-03-20T15:34:42.191583,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/cartografia-base-vorades-bordillos,True,True,True
cartografia-base-toponimia-toponimia,Cartografia Base Toponímia,"Sèrie cartogràfica vectorial oficial de referència a escala 1:500, 1:1000 i 1:2000 en 2D, elaborada per la Secció de Cartografia del Servici de Planejament., que representa la realitat topogràfica del TM de València. És una combinació de restitucions fotogramètrica del vol d'agost 2018, vols de 2006 i mesuraments GNSS. Sistema Geodèsic de Referència ETRS89, projecció UTM en el fus 30. Dàtum vertical: les altituds estan referides al nivell mitjà de la Mar Mediterrània a Alacant. Codi EPSG: 25830. Precisió planimètrica 10-50 centímetres. La base cartogràfica contínua està estructurada per a la seua explotació mitjançant Sistemes d'Informació Geogràfica. Els fenòmens geogràfics que componen la sèrie s'estructuren en estes 6 unitats temàtiques: orografia, hidrografia, construccions i edificacions, xarxes de transport i toponímia. Totes elles contenen els iguientes camps: Creació: mètode de creació (restitució fotogramètrica, mesurament GNSS, digitalització ortofoto), data de creació (data de vol o data de presa de dades), escala (escala de generació de la informació).S'ha seguit el model de dades de la BCV05 de l'ICV. Els fenòmens s'han representat seguint el catàleg de fenòmens de la sèrie CV05. En el cas d'elements no contemplats pel model del BCV05, s'ha ampliat el mateix generant un model de dades per a escales majors que pot ser sol·licitat en cartoinf@valencia.es.

Font: Geoportal https://geoportal.valencia.es/apps/GeoportalHome/es/inicio/geodatos-abiertos

Conjunt de dades d'Alt Valor: Dades Geoespacials","('Geographical names', 'Nombres geográficos', 'Noms geogràfics')","('Urbanismo e Infraestructuras',)",5,"('GEOJSON', 'HTML', 'JSON', 'KMZ', 'PBF')",2026-02-16T16:30:15.395281,2026-03-20T15:30:28.897753,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/cartografia-base-toponimia-toponimia,True,True,True
cartografia-base-quadriculacuadricula-500,Cartografia Base quadrícula 500,"Quadricula 500 del terme municipal de València.

Sèrie cartogràfica vectorial oficial de referència a escala 1:500, 1:1000 i 1:2000 en 2D, elaborada per la Secció de Cartografia del Servici de Planejament., que representa la realitat topogràfica del TM de València. És una combinació de restitucions fotogramètrica del vol d'agost 2018, vols de 2006 i mesuraments GNSS. Sistema Geodèsic de Referència ETRS89, projecció UTM en el fus 30. Dàtum vertical: les altituds estan referides al nivell mitjà de la Mar Mediterrània a Alacant. Codi EPSG: 25830. Precisió planimètrica 10-50 centímetres. La base cartogràfica contínua està estructurada per a la seua explotació mitjançant Sistemes d'Informació Geogràfica. Els fenòmens geogràfics que componen la sèrie s'estructuren en estes 6 unitats temàtiques: orografia, hidrografia, construccions i edificacions, xarxes de transport i toponímia. Totes elles contenen els iguientes camps: Creació: mètode de creació (restitució fotogramètrica, mesurament GNSS, digitalització ortofoto), data de creació (data de vol o data de presa de dades), escala (escala de generació de la informació).S'ha seguit el model de dades de la BCV05 de l'ICV. Els fenòmens s'han representat seguint el catàleg de fenòmens de la sèrie CV05. En el cas d'elements no contemplats pel model del BCV05, s'ha ampliat el mateix generant un model de dades per a escales majors que pot ser sol·licitat en cartoinf@valencia.es.

Font: Geoportal https://geoportal.valencia.es/apps/GeoportalHome/es/inicio/geodatos-abiertos

Conjunt de dades d'Alt Valor: Dades Geoespacials","('ortoimatges', 'ortoimágenes')","('Urbanismo e Infraestructuras',)",5,"('GEOJSON', 'HTML', 'JSON', 'KMZ', 'PBF')",2026-02-16T16:18:11.447238,2026-03-20T15:25:33.135283,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/cartografia-base-quadriculacuadricula-500,True,True,True
cartografia-base-quadriculacuadricula-2000,Cartografia Base quadrícula 2000,"Quadricula 1000 i 2000 del terme municipal de València.

Sèrie cartogràfica vectorial oficial de referència a escala 1:500, 1:1000 i 1:2000 en 2D, elaborada per la Secció de Cartografia del Servici de Planejament., que representa la realitat topogràfica del TM de València. És una combinació de restitucions fotogramètrica del vol d'agost 2018, vols de 2006 i mesuraments GNSS. Sistema Geodèsic de Referència ETRS89, projecció UTM en el fus 30. Dàtum vertical: les altituds estan referides al nivell mitjà de la Mar Mediterrània a Alacant. Codi EPSG: 25830. Precisió planimètrica 10-50 centímetres. La base cartogràfica contínua està estructurada per a la seua explotació mitjançant Sistemes d'Informació Geogràfica. Els fenòmens geogràfics que componen la sèrie s'estructuren en estes 6 unitats temàtiques: orografia, hidrografia, construccions i edificacions, xarxes de transport i toponímia. Totes elles contenen els iguientes camps: Creació: mètode de creació (restitució fotogramètrica, mesurament GNSS, digitalització ortofoto), data de creació (data de vol o data de presa de dades), escala (escala de generació de la informació).S'ha seguit el model de dades de la BCV05 de l'ICV. Els fenòmens s'han representat seguint el catàleg de fenòmens de la sèrie CV05. En el cas d'elements no contemplats pel model del BCV05, s'ha ampliat el mateix generant un model de dades per a escales majors que pot ser sol·licitat en cartoinf@valencia.es.

Font: Geoportal https://geoportal.valencia.es/apps/GeoportalHome/es/inicio/geodatos-abiertos

Conjunt de dades d'Alt Valor: Dades Geoespacials","('ortoimatges', 'ortoimágenes')","('Urbanismo e Infraestructuras',)",5,"('GEOJSON', 'HTML', 'JSON', 'KMZ', 'PBF')",2026-02-16T16:05:27.325517,2026-03-20T15:22:08.834092,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/cartografia-base-quadriculacuadricula-2000,True,True,True
cartografia-base-orografia,Cartografia Base Orografia,"Conté l'orografia del terme municipal de València, representada mitjançant corbes de nivell, incloent-hi el seu mètode de creació, data i tipus de corba.

Sèrie cartogràfica vectorial oficial de referència a escala 1:500, 1:1000 i 1:2000 en 2D, elaborada per la Secció de *Cartografia del Servici de Planejament., que representa la realitat topogràfica del TM de València. És una combinació de restitucions fotogramètrica del vol d'agost 2018, vols de 2006 i mesuraments *GNSS. Sistema Geodèsic de Referència ETRS89, projecció *UTM en el fus 30. Dàtum vertical: les altituds estan referides al nivell mitjà de la Mar Mediterrània a Alacant. Codi *EPSG: 25830. Precisió planimètrica 10-50 centímetres. La base cartogràfica contínua està estructurada per a la seua explotació mitjançant Sistemes d'Informació Geogràfica. Els fenòmens geogràfics que componen la sèrie s'estructuren en estes 6 unitats temàtiques: orografia, hidrografia, construccions i edificacions, xarxes de transport i toponímia. Totes elles contenen els *iguientes camps: Creació: mètode de creació (restitució fotogramètrica, mesurament *GNSS, digitalització ortofoto), data de creació (data de vol o data de presa de dades), escala (escala de generació de la informació).S'ha seguit el model de dades de la BCV05 de l'ICV. Els fenòmens s'han representat seguint el catàleg de fenòmens de la sèrie CV05. En el cas d'elements no contemplats pel model del BCV05, s'ha ampliat el mateix generant un model de dades per a escales majors que pot ser sol·licitat en cartoinf@valencia.es.

Font: Geoportal https://geoportal.valencia.es/apps/GeoportalHome/es/inicio/geodatos-abierto

Conjunt de dades d'Alt Valor: Dades Geoespacials","('elevaciones', 'elevacions')","('Urbanismo e Infraestructuras',)",5,"('GEOJSON', 'HTML', 'JSON', 'KMZ', 'PBF')",2026-02-16T15:54:40.904335,2026-03-20T15:17:59.326017,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/cartografia-base-orografia,True,True,True
cartografia-base-hidrografia,Cartografia Base Hidrografia,"Conté informació sobre la hidrografia del terme municipal de València, incloent-hi el seu mètode de creació, data i tipus d'element hidrogràfic.

Sèrie cartogràfica vectorial oficial de referència a escala 1:500, 1:1000 i 1:2000 en 2D, elaborada per la Secció de Cartografia del Servici de Planejament., que representa la realitat topogràfica del TM de València. És una combinació de restitucions fotogramètrica del vol d'agost 2018, vols de 2006 i mesuraments GNSS. Sistema Geodèsic de Referència ETRS89, projecció UTM en el fus 30. Dàtum vertical: les altituds estan referides al nivell mitjà de la Mar Mediterrània a Alacant. Codi EPSG: 25830. Precisió planimètrica 10-50 centímetres. La base cartogràfica contínua està estructurada per a la seua explotació mitjançant Sistemes d'Informació Geogràfica. Els fenòmens geogràfics que componen la sèrie s'estructuren en estes 6 unitats temàtiques: orografia, hidrografia, construccions i edificacions, xarxes de transport i toponímia. Totes elles contenen els iguientes camps: Creació: mètode de creació (restitució fotogramètrica, mesurament GNSS, digitalització ortofoto), data de creació (data de vol o data de presa de dades), escala (escala de generació de la informació).S'ha seguit el model de dades de la BCV05 de l'ICV. Els fenòmens s'han representat seguint el catàleg de fenòmens de la sèrie CV05. En el cas d'elements no contemplats pel model del BCV05, s'ha ampliat el mateix generant un model de dades per a escales majors que pot ser sol·licitat en cartoinf@valencia.es.

Font: Geoportal https://geoportal.valencia.es/apps/GeoportalHome/es/inicio/geodatos-abiertos

Conjunt de dades d'Alt Valor: Dades Geoespacials","('hidrografia', 'hidrografía', 'hydrography')","('Medio Ambiente',)",5,"('GEOJSON', 'HTML', 'JSON', 'KMZ', 'PBF')",2026-02-15T00:12:51.222149,2026-03-20T15:13:53.410971,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/cartografia-base-hidrografia,True,True,True
cartografia-base-edificis-edificios,Cartografia Base Edificis,"Conté informació sobre la façana dels edificis de cada poma del terme municipal de València, incloent-hi el seu mètode de creació i data.

Sèrie cartogràfica vectorial oficial de referència a escala 1:500, 1:1000 i 1:2000 en 2D, elaborada per la Secció de Cartografia del Servici de Planejament., que representa la realitat topogràfica del TM de València. És una combinació de restitucions fotogramètrica del vol d'agost 2018, vols de 2006 i mesuraments GNSS. Sistema Geodèsic de Referència ETRS89, projecció UTM en el fus 30. Dàtum vertical: les altituds estan referides al nivell mitjà de la Mar Mediterrània a Alacant. Codi EPSG: 25830. Precisió planimètrica 10-50 centímetres. La base cartogràfica contínua està estructurada per a la seua explotació mitjançant Sistemes d'Informació Geogràfica. Els fenòmens geogràfics que componen la sèrie s'estructuren en estes 6 unitats temàtiques: orografia, hidrografia, construccions i edificacions, xarxes de transport i toponímia. Totes elles contenen els iguientes camps: Creació: mètode de creació (restitució fotogramètrica, mesurament GNSS, digitalització ortofoto), data de creació (data de vol o data de presa de dades), escala (escala de generació de la informació).S'ha seguit el model de dades de la BCV05 de l'ICV. Els fenòmens s'han representat seguint el catàleg de fenòmens de la sèrie CV05. En el cas d'elements no contemplats pel model del BCV05, s'ha ampliat el mateix generant un model de dades per a escales majors que pot ser sol·licitat en cartoinf@valencia.es.

Font: Geoportal https://geoportal.valencia.es/apps/GeoportalHome/es/inicio/geodatos-abiertos

Conjunt de dades d'Alt Valor: Dades Geoespacials","('edificios', 'edificis', 'fachadas', 'façanes')","('Urbanismo e Infraestructuras',)",5,"('GEOJSON', 'HTML', 'JSON', 'KMZ', 'PBF')",2026-02-14T23:42:47.074800,2026-03-20T13:20:11.293930,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/cartografia-base-edificis-edificios,True,True,True
cartografia-base-construcciones-puntuals-construcciones-puntuales,Cartografia Base Construccions Puntuals,"Conté informació sobre quioscos construïts del terme municipal de València, incloent-hi el tipus de quiosc.

Sèrie cartogràfica vectorial oficial de referència a escala 1:500, 1:1000 i 1:2000 en 2D, elaborada per la Secció de Cartografia del Servici de Planejament., que representa la realitat topogràfica del TM de València. És una combinació de restitucions fotogramètrica del vol d'agost 2018, vols de 2006 i mesuraments GNSS. Sistema Geodèsic de Referència ETRS89, projecció UTM en el fus 30. Dàtum vertical: les altituds estan referides al nivell mitjà de la Mar Mediterrània a Alacant. Codi EPSG: 25830. Precisió planimètrica 10-50 centímetres. La base cartogràfica contínua està estructurada per a la seua explotació mitjançant Sistemes d'Informació Geogràfica. Els fenòmens geogràfics que componen la sèrie s'estructuren en estes 6 unitats temàtiques: orografia, hidrografia, construccions i edificacions, xarxes de transport i toponímia. Totes elles contenen els iguientes camps: Creació: mètode de creació (restitució fotogramètrica, mesurament GNSS, digitalització ortofoto), data de creació (data de vol o data de presa de dades), escala (escala de generació de la informació).S'ha seguit el model de dades de la BCV05 de l'ICV. Els fenòmens s'han representat seguint el catàleg de fenòmens de la sèrie CV05. En el cas d'elements no contemplats pel model del BCV05, s'ha ampliat el mateix generant un model de dades per a escales majors que pot ser sol·licitat en cartoinf@valencia.es.

Font: Geoportal https://geoportal.valencia.es/apps/GeoportalHome/es/inicio/geodatos-abiertos

Conjunt de dades d'Alt Valor: Dades Geoespacials","('buildings', 'edificios', 'edificis')","('Urbanismo e Infraestructuras',)",5,"('GEOJSON', 'HTML', 'JSON', 'KMZ', 'PBF')",2026-02-14T20:30:10.927176,2026-03-20T13:14:35.406208,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/cartografia-base-construcciones-puntuals-construcciones-puntuales,True,True,True
cartografia-base-construcciones-construcciones,Cartografia Base Construccions,"Conté informació sobre obres que es realitzen del terme municipal de València, incloent-hi el seu mètode de creació, data i tipus d'obra realitzada.

Sèrie cartogràfica vectorial oficial de referència a escala 1:500, 1:1000 i 1:2000 en 2D, elaborada per la Secció de Cartografia del Servici de Planejament., que representa la realitat topogràfica del TM de València. És una combinació de restitucions fotogramètrica del vol d'agost 2018, vols de 2006 i mesuraments GNSS. Sistema Geodèsic de Referència ETRS89, projecció UTM en el fus 30. Dàtum vertical: les altituds estan referides al nivell mitjà de la Mar Mediterrània a Alacant. Codi EPSG: 25830. Precisió planimètrica 10-50 centímetres. La base cartogràfica contínua està estructurada per a la seua explotació mitjançant Sistemes d'Informació Geogràfica. Els fenòmens geogràfics que componen la sèrie s'estructuren en estes 6 unitats temàtiques: orografia, hidrografia, construccions i edificacions, xarxes de transport i toponímia. Totes elles contenen els iguientes camps: Creació: mètode de creació (restitució fotogramètrica, mesurament GNSS, digitalització ortofoto), data de creació (data de vol o data de presa de dades), escala (escala de generació de la informació).S'ha seguit el model de dades de la BCV05 de l'ICV. Els fenòmens s'han representat seguint el catàleg de fenòmens de la sèrie CV05. En el cas d'elements no contemplats pel model del BCV05, s'ha ampliat el mateix generant un model de dades per a escales majors que pot ser sol·licitat en cartoinf@valencia.es.

Font: Geoportal https://geoportal.valencia.es/apps/GeoportalHome/es/inicio/geodatos-abiertos

Conjunt de dades d'Alt Valor: Dades Geoespacials","('construcciones', 'construccions', 'obras', 'obres')","('Urbanismo e Infraestructuras',)",5,"('GEOJSON', 'HTML', 'JSON', 'KMZ', 'PBF')",2026-02-14T19:18:26.047016,2026-03-20T12:14:23.121035,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/cartografia-base-construcciones-construcciones,True,True,True
cartografia-base-comunicacions-comunicaciones,Cartografia Base Comunicacions,"Conté informació sobre les vies de comunicació del terme municipal de València, incloent-hi el seu mètode de creació, data i tipus de via.

Sèrie cartogràfica vectorial oficial de referència a escala 1:500, 1:1000 i 1:2000 en 2D, elaborada per la Secció de Cartografia del Servici de Planejament., que representa la realitat topogràfica del TM de València. És una combinació de restitucions fotogramètrica del vol d'agost 2018, vols de 2006 i mesuraments GNSS. Sistema Geodèsic de Referència ETRS89, projecció UTM en el fus 30. Dàtum vertical: les altituds estan referides al nivell mitjà de la Mar Mediterrània a Alacant. Codi EPSG: 25830. Precisió planimètrica 10-50 centímetres. La base cartogràfica contínua està estructurada per a la seua explotació mitjançant Sistemes d'Informació Geogràfica. Els fenòmens geogràfics que componen la sèrie s'estructuren en estes 6 unitats temàtiques: orografia, hidrografia, construccions i edificacions, xarxes de transport i toponímia. Totes elles contenen els iguientes camps: Creació: mètode de creació (restitució fotogramètrica, mesurament GNSS, digitalització ortofoto), data de creació (data de vol o data de presa de dades), escala (escala de generació de la informació).S'ha seguit el model de dades de la BCV05 de l'ICV. Els fenòmens s'han representat seguint el catàleg de fenòmens de la sèrie CV05. En el cas d'elements no contemplats pel model del BCV05, s'ha ampliat el mateix generant un model de dades per a escales majors que pot ser sol·licitat en cartoinf@valencia.es.

Font: Geoportal https://geoportal.valencia.es/apps/GeoportalHome/es/inicio/geodatos-abiertos

Conjunt de dades d'Alt Valor: Dades Geoespacials","('Redes de transporte', 'Urban planning and infraestructure', 'Xarxes de transport')","('Urbanismo e Infraestructuras',)",5,"('GEOJSON', 'HTML', 'JSON', 'KMZ', 'PBF')",2026-02-14T17:48:37.482421,2026-03-20T12:11:26.509153,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/cartografia-base-comunicacions-comunicaciones,True,True,True
cartografia-base-vegetacio-vegetacion,Cartografia Base Vegetació,"Conté informació sobre la infraestructura verda del terme municipal de València, incloent-hi el seu mètode de creació, data i element de la Infraestructura Verda.

Sèrie cartogràfica vectorial oficial de referència a escala 1:500, 1:1000 i 1:2000 en 2D, elaborada per la Secció de Cartografia del Servici de Planejament., que representa la realitat topogràfica del TM de València. És una combinació de restitucions fotogramètrica del vol d'agost 2018, vols de 2006 i mesuraments GNSS. Sistema Geodèsic de Referència ETRS89, projecció UTM en el fus 30. Dàtum vertical: les altituds estan referides al nivell mitjà de la Mar Mediterrània a Alacant. Codi EPSG: 25830. Precisió planimètrica 10-50 centímetres. La base cartogràfica contínua està estructurada per a la seua explotació mitjançant Sistemes d'Informació Geogràfica. Els fenòmens geogràfics que componen la sèrie s'estructuren en estes 6 unitats temàtiques: orografia, hidrografia, construccions i edificacions, xarxes de transport i toponímia. Totes elles contenen els iguientes camps: Creació: mètode de creació (restitució fotogramètrica, mesurament GNSS, digitalització ortofoto), data de creació (data de vol o data de presa de dades), escala (escala de generació de la informació).S'ha seguit el model de dades de la BCV05 de l'ICV. Els fenòmens s'han representat seguint el catàleg de fenòmens de la sèrie CV05. En el cas d'elements no contemplats pel model del BCV05, s'ha ampliat el mateix generant un model de dades per a escales majors que pot ser sol·licitat en cartoinf@valencia.es.

Font: Geoportal https://geoportal.valencia.es/apps/GeoportalHome/es/inicio/geodatos-abiertos

Conjunt de dades d'Alt Valor: Dades Geoespacials","('Habitats and biotopes', 'Hàbitats i biotops', 'Hábitats y biotopos')","('Medio Ambiente', 'Urbanismo e Infraestructuras')",5,"('DBASE', 'GEOJSON', 'HTML', 'JSON', 'KMZ')",2026-02-14T17:30:16.389169,2026-03-20T12:07:07.186350,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/cartografia-base-vegetacio-vegetacion,True,True,True
cartografia-base-punt-de-cota-puntos-de-cota,Cartografia Base Punts de Cota,"Conté informació sobre punts de cota del terme municipal de València, incloent-hi les seues coordenades X, I, Z.

Sèrie cartogràfica vectorial oficial de referència a escala 1:500, 1:1000 i 1:2000 en 2D, elaborada per la Secció de Cartografia del Servici de Planejament., que representa la realitat topogràfica del TM de València. És una combinació de restitucions fotogramètrica del vol d'agost 2018, vols de 2006 i mesuraments GNSS. Sistema Geodèsic de Referència ETRS89, projecció UTM en el fus 30. Dàtum vertical: les altituds estan referides al nivell mitjà de la Mar Mediterrània a Alacant. Codi EPSG: 25830. Precisió planimètrica 10-50 centímetres. La base cartogràfica contínua està estructurada per a la seua explotació mitjançant Sistemes d'Informació Geogràfica. Els fenòmens geogràfics que componen la sèrie s'estructuren en estes 6 unitats temàtiques: orografia, hidrografia, construccions i edificacions, xarxes de transport i toponímia. Totes elles contenen els iguientes camps: Creació: mètode de creació (restitució fotogramètrica, mesurament GNSS, digitalització ortofoto), data de creació (data de vol o data de presa de dades), escala (escala de generació de la informació).S'ha seguit el model de dades de la BCV05 de l'ICV. Els fenòmens s'han representat seguint el catàleg de fenòmens de la sèrie CV05. En el cas d'elements no contemplats pel model del BCV05, s'ha ampliat el mateix generant un model de dades per a escales majors que pot ser sol·licitat en cartoinf@valencia.es.

Font: Geoportal https://geoportal.valencia.es/apps/GeoportalHome/es/inicio/geodatos-abiertos

Conjunt de dades d'Alt Valor: Dades Geoespacials","('elevaciones', 'elevacions', 'elevations')","('Urbanismo e Infraestructuras',)",5,"('GEOJSON', 'HTML', 'JSON', 'KMZ', 'PBF')",2026-02-14T15:52:52.537391,2026-03-20T12:01:52.872876,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/cartografia-base-punt-de-cota-puntos-de-cota,True,True,True
cameres-trafic-camaras-trafico,Càmeres tràfic,"Càmeres de trànsit existents en la ciutat de valència. * Tipo: Tipus de la càmera web de trànsit, superfície, pas inferior.. * Angulo: Angle de representació en el pla. * Idcamara: identificador únic de la càmera. * Descrip: Descripció de l’orientació de la càmera de trànsit.

Font: Geoportal https://geoportal.valencia.es/apps/GeoportalHome/es/inicio/geodatos-abiertos

Conjunt de dades d'Alt Valor: Dades Geoespacials","('Public and state utility services', 'Servicios de utilidad pública y estatales')",(),5,"('GEOJSON', 'HTML', 'JSON', 'KMZ', 'PBF')",2026-02-14T12:34:38.401383,2026-03-20T11:58:07.691446,Atribución 4.0 Internacional (CC BY 4.0),https://opendata.vlci.valencia.es/dataset/cameres-trafic-camaras-trafico,True,True,True
